"Time (MJD)" LasCumbres/LasCumbres.Bessel_B LasCumbres/LasCumbres.Bessel_B_err LasCumbres/LasCumbres.Bessel_V LasCumbres/LasCumbres.Bessel_V_err LasCumbres/LasCumbres.SDSS_gp LasCumbres/LasCumbres.SDSS_gp_err LasCumbres/LasCumbres.SDSS_ip LasCumbres/LasCumbres.SDSS_ip_err LasCumbres/LasCumbres.SDSS_rp LasCumbres/LasCumbres.SDSS_rp_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-22.700 -15.839 -0.014 -16.314 -0.013 -16.568 -0.013 -16.753 -0.011 -16.815 -0.012 5.732 0.340 1.347 0.188 42.144 40.951
-22.600 -15.835 -0.014 -16.312 -0.013 -16.566 -0.013 -16.752 -0.011 -16.815 -0.012 5.724 0.340 1.350 0.189 42.144 40.954
-22.500 -15.832 -0.014 -16.309 -0.013 -16.565 -0.013 -16.751 -0.012 -16.815 -0.012 5.716 0.340 1.353 0.190 42.144 40.956
-22.400 -15.829 -0.014 -16.306 -0.013 -16.563 -0.013 -16.750 -0.012 -16.815 -0.012 5.709 0.340 1.357 0.191 42.144 40.959
-22.300 -15.825 -0.014 -16.303 -0.012 -16.562 -0.013 -16.749 -0.012 -16.815 -0.012 5.701 0.340 1.360 0.192 42.144 40.962
-22.200 -15.822 -0.014 -16.301 -0.012 -16.560 -0.013 -16.748 -0.012 -16.815 -0.012 5.694 0.340 1.363 0.193 42.144 40.965
-22.100 -15.818 -0.014 -16.298 -0.012 -16.559 -0.013 -16.747 -0.012 -16.815 -0.012 5.686 0.340 1.367 0.194 42.143 40.967
-22.000 -15.815 -0.014 -16.295 -0.012 -16.558 -0.013 -16.746 -0.011 -16.815 -0.012 5.679 0.340 1.370 0.195 42.143 40.970
-21.900 -15.812 -0.014 -16.292 -0.012 -16.556 -0.013 -16.745 -0.011 -16.815 -0.012 5.671 0.340 1.374 0.196 42.143 40.973
-21.800 -15.808 -0.013 -16.289 -0.012 -16.555 -0.013 -16.744 -0.011 -16.815 -0.012 5.664 0.340 1.377 0.197 42.143 40.975
-21.700 -15.805 -0.013 -16.287 -0.012 -16.554 -0.013 -16.742 -0.011 -16.815 -0.012 5.656 0.340 1.381 0.199 42.143 40.978
-21.600 -15.801 -0.013 -16.284 -0.012 -16.553 -0.012 -16.741 -0.011 -16.816 -0.012 5.648 0.340 1.384 0.200 42.143 40.981
-21.500 -15.797 -0.013 -16.281 -0.012 -16.552 -0.012 -16.740 -0.011 -16.816 -0.012 5.640 0.339 1.388 0.201 42.143 40.984
-21.400 -15.794 -0.013 -16.278 -0.011 -16.551 -0.012 -16.740 -0.011 -16.816 -0.011 5.632 0.339 1.392 0.202 42.143 40.987
-21.300 -15.790 -0.013 -16.275 -0.011 -16.550 -0.012 -16.739 -0.011 -16.816 -0.011 5.623 0.339 1.396 0.203 42.143 40.990
-21.200 -15.786 -0.013 -16.273 -0.011 -16.549 -0.012 -16.738 -0.011 -16.817 -0.011 5.614 0.339 1.401 0.205 42.143 40.993
-21.100 -15.783 -0.013 -16.270 -0.011 -16.548 -0.012 -16.737 -0.011 -16.817 -0.011 5.604 0.339 1.406 0.206 42.143 40.996
-21.000 -15.779 -0.013 -16.267 -0.011 -16.547 -0.012 -16.736 -0.011 -16.818 -0.011 5.594 0.339 1.411 0.207 42.143 40.999
-20.900 -15.775 -0.013 -16.265 -0.011 -16.546 -0.012 -16.735 -0.011 -16.818 -0.011 5.584 0.338 1.416 0.209 42.143 41.002
-20.800 -15.771 -0.013 -16.262 -0.011 -16.545 -0.012 -16.735 -0.011 -16.819 -0.011 5.573 0.338 1.421 0.210 42.143 41.005
-20.700 -15.767 -0.013 -16.259 -0.011 -16.544 -0.012 -16.734 -0.011 -16.819 -0.012 5.563 0.337 1.427 0.211 42.143 41.009
-20.600 -15.763 -0.013 -16.257 -0.011 -16.543 -0.012 -16.733 -0.011 -16.820 -0.012 5.552 0.337 1.432 0.213 42.143 41.012
-20.500 -15.759 -0.013 -16.254 -0.012 -16.543 -0.012 -16.733 -0.011 -16.821 -0.012 5.541 0.336 1.438 0.214 42.143 41.014
-20.400 -15.755 -0.013 -16.252 -0.012 -16.542 -0.012 -16.732 -0.011 -16.821 -0.012 5.530 0.336 1.443 0.215 42.143 41.017
-20.300 -15.751 -0.013 -16.249 -0.012 -16.541 -0.012 -16.732 -0.011 -16.822 -0.012 5.519 0.335 1.449 0.216 42.143 41.020
-20.200 -15.747 -0.013 -16.247 -0.012 -16.541 -0.012 -16.731 -0.011 -16.823 -0.012 5.509 0.334 1.455 0.218 42.143 41.022
-20.100 -15.743 -0.013 -16.245 -0.012 -16.540 -0.013 -16.731 -0.011 -16.824 -0.012 5.498 0.334 1.460 0.219 42.143 41.025
-20.000 -15.739 -0.013 -16.242 -0.012 -16.539 -0.013 -16.730 -0.011 -16.825 -0.012 5.488 0.333 1.466 0.220 42.143 41.027
-19.900 -15.735 -0.013 -16.240 -0.012 -16.539 -0.013 -16.730 -0.011 -16.826 -0.012 5.477 0.332 1.472 0.221 42.143 41.029
-19.800 -15.731 -0.013 -16.238 -0.012 -16.538 -0.013 -16.729 -0.011 -16.826 -0.012 5.467 0.332 1.477 0.222 42.143 41.031
-19.700 -15.727 -0.013 -16.235 -0.012 -16.537 -0.013 -16.729 -0.011 -16.827 -0.012 5.457 0.331 1.483 0.223 42.143 41.033
-19.600 -15.723 -0.014 -16.233 -0.013 -16.537 -0.013 -16.729 -0.012 -16.828 -0.012 5.447 0.331 1.489 0.224 42.143 41.035
-19.500 -15.719 -0.014 -16.231 -0.013 -16.536 -0.014 -16.728 -0.012 -16.829 -0.012 5.437 0.330 1.494 0.226 42.143 41.038
-19.400 -15.715 -0.014 -16.229 -0.013 -16.535 -0.014 -16.728 -0.012 -16.830 -0.013 5.427 0.329 1.500 0.227 42.143 41.040
-19.300 -15.711 -0.014 -16.226 -0.013 -16.534 -0.014 -16.728 -0.012 -16.831 -0.013 5.417 0.329 1.506 0.228 42.143 41.043
-19.200 -15.708 -0.015 -16.224 -0.014 -16.534 -0.014 -16.728 -0.012 -16.832 -0.013 5.407 0.329 1.511 0.230 42.143 41.046
-19.100 -15.704 -0.015 -16.222 -0.014 -16.533 -0.015 -16.727 -0.013 -16.833 -0.014 5.398 0.328 1.517 0.231 42.144 41.050
-19.000 -15.700 -0.015 -16.220 -0.015 -16.532 -0.015 -16.727 -0.013 -16.833 -0.014 5.388 0.328 1.523 0.233 42.144 41.053
-18.900 -15.697 -0.016 -16.218 -0.015 -16.531 -0.016 -16.727 -0.014 -16.834 -0.014 5.378 0.328 1.529 0.235 42.144 41.057
-18.800 -15.693 -0.016 -16.216 -0.016 -16.531 -0.016 -16.727 -0.014 -16.835 -0.015 5.369 0.328 1.535 0.237 42.144 41.061
-18.700 -15.689 -0.017 -16.214 -0.016 -16.530 -0.017 -16.726 -0.015 -16.836 -0.016 5.359 0.328 1.540 0.238 42.144 41.065
-18.600 -15.686 -0.018 -16.212 -0.017 -16.529 -0.018 -16.726 -0.015 -16.837 -0.016 5.350 0.328 1.546 0.240 42.145 41.069
-18.500 -15.682 -0.018 -16.210 -0.017 -16.528 -0.018 -16.726 -0.016 -16.837 -0.017 5.341 0.328 1.552 0.242 42.145 41.073
-18.400 -15.679 -0.019 -16.208 -0.018 -16.527 -0.019 -16.726 -0.017 -16.838 -0.017 5.332 0.328 1.557 0.244 42.145 41.077
-18.300 -15.676 -0.019 -16.206 -0.019 -16.526 -0.019 -16.726 -0.017 -16.839 -0.018 5.324 0.328 1.563 0.246 42.145 41.081
-18.200 -15.672 -0.020 -16.204 -0.019 -16.525 -0.020 -16.726 -0.018 -16.839 -0.019 5.315 0.328 1.568 0.247 42.146 41.084
-18.100 -15.669 -0.021 -16.202 -0.020 -16.524 -0.021 -16.725 -0.019 -16.840 -0.019 5.307 0.328 1.573 0.249 42.146 41.088
-18.000 -15.666 -0.021 -16.200 -0.021 -16.523 -0.021 -16.725 -0.019 -16.841 -0.020 5.299 0.328 1.578 0.251 42.146 41.091
-17.900 -15.662 -0.022 -16.198 -0.021 -16.522 -0.022 -16.725 -0.020 -16.841 -0.021 5.291 0.328 1.583 0.252 42.146 41.095
-17.800 -15.659 -0.023 -16.196 -0.022 -16.521 -0.023 -16.725 -0.021 -16.842 -0.021 5.283 0.328 1.588 0.254 42.146 41.098
-17.700 -15.656 -0.023 -16.194 -0.023 -16.520 -0.023 -16.725 -0.021 -16.842 -0.022 5.276 0.328 1.593 0.255 42.146 41.101
-17.600 -15.653 -0.024 -16.192 -0.023 -16.519 -0.024 -16.725 -0.022 -16.843 -0.023 5.269 0.328 1.598 0.257 42.147 41.104
-17.500 -15.650 -0.025 -16.190 -0.024 -16.518 -0.025 -16.725 -0.023 -16.843 -0.023 5.261 0.328 1.602 0.258 42.147 41.106
-17.400 -15.647 -0.025 -16.188 -0.024 -16.517 -0.025 -16.724 -0.023 -16.844 -0.024 5.255 0.327 1.607 0.260 42.147 41.109
-17.300 -15.644 -0.026 -16.186 -0.025 -16.515 -0.026 -16.724 -0.024 -16.844 -0.024 5.248 0.327 1.611 0.261 42.147 41.112
-17.200 -15.641 -0.026 -16.184 -0.025 -16.514 -0.026 -16.724 -0.024 -16.845 -0.025 5.241 0.327 1.616 0.262 42.147 41.114
-17.100 -15.638 -0.027 -16.182 -0.026 -16.513 -0.027 -16.724 -0.025 -16.845 -0.026 5.235 0.327 1.620 0.263 42.147 41.116
-17.000 -15.635 -0.027 -16.180 -0.026 -16.512 -0.027 -16.724 -0.026 -16.846 -0.026 5.228 0.327 1.624 0.265 42.148 41.119
-16.900 -15.632 -0.028 -16.179 -0.027 -16.511 -0.028 -16.723 -0.026 -16.846 -0.027 5.222 0.327 1.628 0.266 42.148 41.121
-16.800 -15.629 -0.028 -16.177 -0.027 -16.510 -0.028 -16.723 -0.026 -16.846 -0.027 5.216 0.326 1.632 0.267 42.148 41.123
-16.700 -15.626 -0.029 -16.175 -0.028 -16.508 -0.029 -16.723 -0.027 -16.846 -0.027 5.210 0.326 1.636 0.268 42.148 41.125
-16.600 -15.623 -0.029 -16.173 -0.028 -16.507 -0.029 -16.723 -0.027 -16.847 -0.028 5.205 0.326 1.640 0.269 42.148 41.126
-16.500 -15.621 -0.029 -16.171 -0.028 -16.506 -0.029 -16.722 -0.028 -16.847 -0.028 5.199 0.326 1.643 0.270 42.148 41.128
-16.400 -15.618 -0.030 -16.169 -0.029 -16.504 -0.030 -16.722 -0.028 -16.847 -0.028 5.194 0.326 1.647 0.271 42.148 41.130
-16.300 -15.615 -0.030 -16.167 -0.029 -16.503 -0.030 -16.722 -0.028 -16.847 -0.029 5.188 0.325 1.650 0.272 42.148 41.131
-16.200 -15.612 -0.030 -16.165 -0.029 -16.502 -0.030 -16.721 -0.028 -16.847 -0.029 5.183 0.325 1.653 0.273 42.148 41.133
-16.100 -15.610 -0.030 -16.163 -0.029 -16.501 -0.030 -16.721 -0.029 -16.847 -0.029 5.178 0.325 1.657 0.274 42.148 41.134
-16.000 -15.607 -0.031 -16.161 -0.030 -16.499 -0.031 -16.721 -0.029 -16.847 -0.029 5.173 0.325 1.660 0.275 42.148 41.136
-15.900 -15.604 -0.031 -16.159 -0.030 -16.498 -0.031 -16.720 -0.029 -16.847 -0.029 5.168 0.324 1.663 0.275 42.148 41.137
-15.800 -15.601 -0.031 -16.157 -0.030 -16.496 -0.031 -16.720 -0.029 -16.847 -0.030 5.164 0.324 1.666 0.276 42.148 41.138
-15.700 -15.599 -0.031 -16.155 -0.030 -16.495 -0.031 -16.719 -0.029 -16.847 -0.030 5.159 0.324 1.668 0.277 42.148 41.139
-15.600 -15.596 -0.031 -16.153 -0.030 -16.494 -0.031 -16.719 -0.029 -16.846 -0.030 5.155 0.324 1.671 0.278 42.148 41.140
-15.500 -15.594 -0.031 -16.151 -0.030 -16.492 -0.031 -16.718 -0.029 -16.846 -0.030 5.151 0.323 1.674 0.278 42.148 41.141
-15.400 -15.591 -0.031 -16.149 -0.030 -16.491 -0.031 -16.718 -0.029 -16.846 -0.029 5.147 0.323 1.676 0.279 42.147 41.142
-15.300 -15.588 -0.031 -16.147 -0.030 -16.489 -0.031 -16.717 -0.029 -16.845 -0.029 5.143 0.323 1.678 0.279 42.147 41.143
-15.200 -15.586 -0.030 -16.145 -0.029 -16.488 -0.030 -16.716 -0.029 -16.845 -0.029 5.139 0.323 1.680 0.280 42.147 41.144
-15.100 -15.583 -0.030 -16.143 -0.029 -16.487 -0.030 -16.716 -0.029 -16.845 -0.029 5.135 0.322 1.683 0.280 42.147 41.144
-15.000 -15.581 -0.030 -16.141 -0.029 -16.485 -0.030 -16.715 -0.028 -16.844 -0.029 5.132 0.322 1.685 0.281 42.147 41.145
-14.900 -15.578 -0.030 -16.139 -0.029 -16.484 -0.030 -16.714 -0.028 -16.844 -0.029 5.128 0.322 1.687 0.281 42.147 41.145
-14.800 -15.575 -0.030 -16.137 -0.028 -16.482 -0.029 -16.713 -0.028 -16.843 -0.028 5.125 0.322 1.688 0.282 42.146 41.146
-14.700 -15.573 -0.029 -16.134 -0.028 -16.481 -0.029 -16.713 -0.027 -16.842 -0.028 5.122 0.321 1.690 0.282 42.146 41.146
-14.600 -15.570 -0.029 -16.132 -0.028 -16.479 -0.029 -16.712 -0.027 -16.842 -0.028 5.119 0.321 1.691 0.283 42.146 41.146
-14.500 -15.568 -0.028 -16.130 -0.027 -16.478 -0.028 -16.711 -0.027 -16.841 -0.027 5.116 0.321 1.693 0.283 42.146 41.147
-14.400 -15.565 -0.028 -16.128 -0.027 -16.476 -0.028 -16.710 -0.026 -16.840 -0.027 5.113 0.321 1.694 0.283 42.145 41.147
-14.300 -15.563 -0.027 -16.125 -0.026 -16.475 -0.027 -16.709 -0.026 -16.839 -0.026 5.110 0.320 1.695 0.283 42.145 41.147
-14.200 -15.560 -0.027 -16.123 -0.026 -16.474 -0.027 -16.708 -0.025 -16.838 -0.026 5.108 0.320 1.696 0.284 42.145 41.147
-14.100 -15.558 -0.026 -16.121 -0.025 -16.472 -0.026 -16.706 -0.025 -16.837 -0.025 5.106 0.320 1.697 0.284 42.144 41.147
-14.000 -15.555 -0.026 -16.118 -0.025 -16.471 -0.025 -16.705 -0.024 -16.836 -0.024 5.103 0.320 1.697 0.284 42.144 41.146
-13.900 -15.553 -0.025 -16.116 -0.024 -16.469 -0.025 -16.704 -0.023 -16.835 -0.024 5.102 0.320 1.698 0.284 42.143 41.146
-13.800 -15.550 -0.025 -16.113 -0.023 -16.468 -0.024 -16.703 -0.023 -16.834 -0.023 5.100 0.319 1.698 0.284 42.143 41.146
-13.700 -15.548 -0.024 -16.110 -0.023 -16.466 -0.023 -16.701 -0.022 -16.833 -0.023 5.098 0.319 1.698 0.284 42.142 41.145
-13.600 -15.545 -0.023 -16.108 -0.022 -16.465 -0.023 -16.700 -0.021 -16.831 -0.022 5.097 0.319 1.698 0.284 42.142 41.144
-13.500 -15.543 -0.023 -16.105 -0.021 -16.463 -0.022 -16.698 -0.021 -16.830 -0.021 5.096 0.319 1.698 0.284 42.141 41.144
-13.400 -15.540 -0.022 -16.102 -0.021 -16.462 -0.021 -16.697 -0.020 -16.829 -0.021 5.095 0.319 1.697 0.284 42.141 41.143
-13.300 -15.538 -0.021 -16.100 -0.020 -16.460 -0.020 -16.695 -0.019 -16.827 -0.020 5.094 0.319 1.697 0.283 42.140 41.142
-13.200 -15.535 -0.021 -16.097 -0.019 -16.459 -0.020 -16.693 -0.018 -16.826 -0.019 5.094 0.319 1.696 0.283 42.140 41.140
-13.100 -15.533 -0.020 -16.094 -0.018 -16.457 -0.019 -16.692 -0.018 -16.824 -0.018 5.093 0.319 1.695 0.283 42.139 41.139
-13.000 -15.530 -0.019 -16.091 -0.018 -16.456 -0.018 -16.690 -0.017 -16.822 -0.018 5.093 0.319 1.694 0.282 42.139 41.137
-12.900 -15.527 -0.019 -16.088 -0.017 -16.454 -0.017 -16.688 -0.016 -16.821 -0.017 5.094 0.319 1.692 0.282 42.138 41.136
-12.800 -15.525 -0.018 -16.085 -0.016 -16.453 -0.017 -16.686 -0.016 -16.819 -0.016 5.094 0.319 1.691 0.281 42.137 41.134
-12.700 -15.522 -0.018 -16.082 -0.016 -16.451 -0.016 -16.684 -0.015 -16.817 -0.016 5.095 0.319 1.689 0.281 42.137 41.132
-12.600 -15.520 -0.017 -16.079 -0.015 -16.450 -0.016 -16.682 -0.015 -16.815 -0.015 5.095 0.319 1.687 0.280 42.136 41.130
-12.500 -15.517 -0.017 -16.076 -0.015 -16.448 -0.015 -16.679 -0.014 -16.813 -0.015 5.096 0.319 1.685 0.280 42.135 41.128
-12.400 -15.517 -0.017 -16.074 -0.015 -16.449 -0.015 -16.679 -0.014 -16.813 -0.015 5.097 0.319 1.685 0.279 42.135 41.127
-12.300 -15.530 -0.017 -16.087 -0.015 -16.464 -0.015 -16.693 -0.014 -16.827 -0.015 5.097 0.319 1.695 0.281 42.141 41.132
-12.200 -15.544 -0.017 -16.100 -0.015 -16.478 -0.015 -16.707 -0.014 -16.840 -0.015 5.097 0.319 1.706 0.283 42.146 41.137
-12.100 -15.557 -0.017 -16.112 -0.015 -16.493 -0.015 -16.720 -0.014 -16.854 -0.015 5.097 0.318 1.717 0.284 42.151 41.142
-12.000 -15.570 -0.017 -16.124 -0.015 -16.507 -0.015 -16.733 -0.014 -16.867 -0.015 5.097 0.318 1.727 0.286 42.157 41.148
-11.900 -15.582 -0.018 -16.135 -0.016 -16.520 -0.016 -16.745 -0.015 -16.879 -0.016 5.096 0.318 1.738 0.287 42.162 41.153
-11.800 -15.594 -0.018 -16.146 -0.016 -16.534 -0.017 -16.757 -0.015 -16.891 -0.016 5.095 0.317 1.748 0.289 42.166 41.158
-11.700 -15.606 -0.019 -16.157 -0.017 -16.547 -0.018 -16.769 -0.016 -16.903 -0.017 5.094 0.317 1.758 0.290 42.171 41.163
-11.600 -15.618 -0.020 -16.167 -0.018 -16.560 -0.019 -16.780 -0.017 -16.915 -0.018 5.093 0.316 1.767 0.291 42.175 41.168
-11.500 -15.629 -0.021 -16.178 -0.019 -16.572 -0.020 -16.791 -0.018 -16.926 -0.019 5.093 0.316 1.776 0.293 42.180 41.172
-11.400 -15.640 -0.022 -16.187 -0.020 -16.585 -0.021 -16.802 -0.019 -16.937 -0.020 5.092 0.315 1.785 0.294 42.184 41.176
-11.300 -15.651 -0.023 -16.197 -0.020 -16.597 -0.022 -16.812 -0.020 -16.947 -0.021 5.092 0.315 1.794 0.295 42.188 41.180
-11.200 -15.661 -0.024 -16.206 -0.021 -16.608 -0.023 -16.822 -0.021 -16.957 -0.022 5.092 0.314 1.802 0.296 42.192 41.184
-11.100 -15.672 -0.025 -16.214 -0.023 -16.620 -0.024 -16.831 -0.022 -16.967 -0.023 5.093 0.314 1.810 0.297 42.196 41.187
-11.000 -15.681 -0.027 -16.223 -0.024 -16.631 -0.026 -16.840 -0.023 -16.976 -0.024 5.093 0.313 1.817 0.297 42.199 41.190
-10.900 -15.691 -0.028 -16.231 -0.025 -16.642 -0.027 -16.849 -0.024 -16.986 -0.025 5.094 0.313 1.824 0.298 42.203 41.193
-10.800 -15.700 -0.029 -16.239 -0.026 -16.653 -0.029 -16.858 -0.025 -16.994 -0.026 5.095 0.312 1.830 0.299 42.206 41.196
-10.700 -15.709 -0.031 -16.246 -0.027 -16.663 -0.030 -16.866 -0.026 -17.003 -0.027 5.096 0.312 1.836 0.299 42.210 41.198
-10.600 -15.718 -0.032 -16.253 -0.028 -16.673 -0.031 -16.874 -0.028 -17.011 -0.028 5.097 0.312 1.842 0.299 42.213 41.201
-10.500 -15.727 -0.033 -16.260 -0.029 -16.683 -0.033 -16.882 -0.029 -17.019 -0.029 5.098 0.311 1.848 0.300 42.216 41.203
-10.400 -15.735 -0.035 -16.266 -0.030 -16.693 -0.034 -16.889 -0.030 -17.026 -0.030 5.100 0.311 1.853 0.300 42.219 41.205
-10.300 -15.743 -0.036 -16.273 -0.031 -16.702 -0.036 -16.896 -0.031 -17.034 -0.031 5.101 0.311 1.857 0.300 42.221 41.206
-10.200 -15.751 -0.037 -16.279 -0.032 -16.711 -0.037 -16.903 -0.032 -17.041 -0.033 5.103 0.310 1.862 0.300 42.224 41.208
-10.100 -15.758 -0.039 -16.284 -0.034 -16.720 -0.039 -16.909 -0.033 -17.047 -0.034 5.105 0.310 1.866 0.300 42.227 41.209
-10.000 -15.765 -0.040 -16.290 -0.035 -16.729 -0.040 -16.915 -0.034 -17.053 -0.035 5.107 0.310 1.870 0.301 42.229 41.210
-9.900 -15.772 -0.041 -16.295 -0.036 -16.737 -0.042 -16.921 -0.035 -17.060 -0.036 5.109 0.309 1.873 0.300 42.231 41.211
-9.800 -15.779 -0.043 -16.299 -0.037 -16.746 -0.043 -16.927 -0.036 -17.065 -0.037 5.111 0.309 1.876 0.300 42.234 41.212
-9.700 -15.785 -0.044 -16.304 -0.038 -16.754 -0.044 -16.932 -0.038 -17.071 -0.038 5.113 0.309 1.879 0.300 42.236 41.213
-9.600 -15.791 -0.045 -16.308 -0.039 -16.761 -0.046 -16.937 -0.039 -17.076 -0.039 5.116 0.309 1.882 0.300 42.238 41.213
-9.500 -15.797 -0.047 -16.312 -0.040 -16.769 -0.047 -16.941 -0.040 -17.081 -0.040 5.118 0.308 1.884 0.300 42.239 41.214
-9.400 -15.803 -0.048 -16.316 -0.041 -16.776 -0.049 -16.946 -0.041 -17.086 -0.041 5.120 0.308 1.886 0.299 42.241 41.214
-9.300 -15.808 -0.049 -16.319 -0.042 -16.783 -0.050 -16.950 -0.041 -17.090 -0.042 5.123 0.308 1.888 0.299 42.243 41.214
-9.200 -15.814 -0.051 -16.323 -0.043 -16.790 -0.052 -16.954 -0.042 -17.094 -0.043 5.125 0.308 1.889 0.299 42.244 41.214
-9.100 -15.819 -0.052 -16.325 -0.044 -16.797 -0.053 -16.957 -0.043 -17.098 -0.044 5.128 0.307 1.890 0.298 42.246 41.214
-9.000 -15.823 -0.053 -16.328 -0.044 -16.803 -0.054 -16.961 -0.044 -17.102 -0.045 5.131 0.307 1.891 0.298 42.247 41.213
-8.900 -15.828 -0.055 -16.331 -0.045 -16.809 -0.056 -16.964 -0.045 -17.105 -0.045 5.133 0.307 1.892 0.297 42.248 41.213
-8.800 -15.832 -0.056 -16.333 -0.046 -16.815 -0.057 -16.967 -0.046 -17.108 -0.046 5.136 0.307 1.892 0.297 42.249 41.212
-8.700 -15.836 -0.057 -16.335 -0.047 -16.821 -0.059 -16.969 -0.047 -17.111 -0.047 5.139 0.306 1.892 0.296 42.250 41.212
-8.600 -15.840 -0.059 -16.337 -0.048 -16.826 -0.060 -16.972 -0.048 -17.114 -0.048 5.142 0.306 1.892 0.295 42.251 41.211
-8.500 -15.844 -0.060 -16.338 -0.049 -16.832 -0.061 -16.974 -0.048 -17.116 -0.049 5.144 0.306 1.892 0.295 42.252 41.210
-8.400 -15.847 -0.061 -16.339 -0.049 -16.837 -0.063 -16.976 -0.049 -17.118 -0.049 5.148 0.306 1.891 0.294 42.253 41.209
-8.300 -15.850 -0.062 -16.340 -0.050 -16.842 -0.064 -16.977 -0.050 -17.120 -0.050 5.151 0.306 1.891 0.293 42.254 41.208
-8.200 -15.853 -0.063 -16.341 -0.051 -16.846 -0.065 -16.979 -0.050 -17.122 -0.051 5.154 0.305 1.890 0.292 42.254 41.206
-8.100 -15.856 -0.065 -16.342 -0.051 -16.851 -0.067 -16.980 -0.051 -17.124 -0.051 5.157 0.305 1.888 0.291 42.255 41.205
-8.000 -15.859 -0.066 -16.342 -0.052 -16.855 -0.068 -16.981 -0.052 -17.125 -0.052 5.160 0.305 1.887 0.290 42.255 41.203
-7.900 -15.861 -0.067 -16.343 -0.053 -16.859 -0.069 -16.982 -0.052 -17.126 -0.053 5.163 0.305 1.885 0.289 42.255 41.201
-7.800 -15.863 -0.068 -16.343 -0.053 -16.863 -0.070 -16.983 -0.053 -17.127 -0.053 5.166 0.304 1.883 0.288 42.255 41.200
-7.700 -15.865 -0.069 -16.342 -0.054 -16.867 -0.072 -16.983 -0.053 -17.128 -0.054 5.169 0.304 1.881 0.287 42.255 41.198
-7.600 -15.867 -0.070 -16.342 -0.054 -16.870 -0.073 -16.983 -0.054 -17.128 -0.054 5.173 0.304 1.879 0.286 42.255 41.196
-7.500 -15.868 -0.071 -16.342 -0.055 -16.874 -0.074 -16.983 -0.054 -17.129 -0.055 5.176 0.303 1.877 0.285 42.255 41.193
-7.400 -15.870 -0.072 -16.341 -0.055 -16.877 -0.075 -16.983 -0.055 -17.129 -0.055 5.179 0.303 1.874 0.284 42.255 41.191
-7.300 -15.871 -0.073 -16.340 -0.056 -16.880 -0.076 -16.983 -0.055 -17.129 -0.056 5.182 0.303 1.871 0.282 42.255 41.189
-7.200 -15.872 -0.074 -16.339 -0.056 -16.883 -0.077 -16.982 -0.056 -17.128 -0.056 5.185 0.302 1.868 0.281 42.255 41.186
-7.100 -15.873 -0.076 -16.338 -0.056 -16.885 -0.079 -16.981 -0.056 -17.128 -0.056 5.189 0.302 1.865 0.280 42.254 41.183
-7.000 -15.873 -0.076 -16.336 -0.057 -16.888 -0.080 -16.980 -0.056 -17.127 -0.057 5.192 0.302 1.862 0.278 42.254 41.180
-6.900 -15.874 -0.077 -16.334 -0.057 -16.890 -0.081 -16.979 -0.057 -17.127 -0.057 5.195 0.301 1.858 0.277 42.254 41.178
-6.800 -15.874 -0.078 -16.333 -0.057 -16.892 -0.082 -16.978 -0.057 -17.126 -0.057 5.199 0.301 1.855 0.276 42.253 41.174
-6.700 -15.874 -0.079 -16.331 -0.058 -16.894 -0.083 -16.977 -0.057 -17.125 -0.057 5.202 0.300 1.851 0.274 42.252 41.171
-6.600 -15.874 -0.080 -16.329 -0.058 -16.896 -0.084 -16.975 -0.057 -17.124 -0.057 5.205 0.300 1.847 0.273 42.252 41.168
-6.500 -15.874 -0.081 -16.326 -0.058 -16.897 -0.085 -16.973 -0.057 -17.122 -0.058 5.208 0.299 1.843 0.271 42.251 41.164
-6.400 -15.874 -0.082 -16.324 -0.058 -16.899 -0.086 -16.971 -0.058 -17.121 -0.058 5.212 0.299 1.839 0.269 42.250 41.161
-6.300 -15.873 -0.083 -16.321 -0.058 -16.900 -0.087 -16.969 -0.058 -17.119 -0.058 5.215 0.298 1.835 0.268 42.249 41.157
-6.200 -15.873 -0.084 -16.319 -0.058 -16.901 -0.088 -16.967 -0.058 -17.117 -0.058 5.218 0.298 1.831 0.266 42.248 41.153
-6.100 -15.872 -0.085 -16.316 -0.058 -16.902 -0.089 -16.965 -0.058 -17.115 -0.058 5.221 0.297 1.827 0.264 42.247 41.149
-6.000 -15.871 -0.085 -16.313 -0.058 -16.903 -0.089 -16.962 -0.058 -17.113 -0.058 5.224 0.296 1.822 0.262 42.246 41.145
-5.900 -15.870 -0.086 -16.310 -0.058 -16.903 -0.090 -16.960 -0.058 -17.111 -0.058 5.228 0.295 1.818 0.261 42.245 41.141
-5.800 -15.868 -0.087 -16.307 -0.058 -16.904 -0.091 -16.957 -0.058 -17.108 -0.058 5.231 0.295 1.813 0.259 42.244 41.136
-5.700 -15.867 -0.088 -16.303 -0.058 -16.904 -0.092 -16.954 -0.057 -17.106 -0.058 5.234 0.294 1.808 0.257 42.243 41.132
-5.600 -15.865 -0.088 -16.300 -0.058 -16.904 -0.093 -16.951 -0.057 -17.103 -0.058 5.237 0.293 1.803 0.255 42.241 41.127
-5.500 -15.864 -0.089 -16.296 -0.058 -16.905 -0.094 -16.948 -0.057 -17.101 -0.057 5.240 0.292 1.799 0.253 42.240 41.122
