# INSTRUMENT_ID: 42
# OBS_GROUP_ID: 65
# UNIT_ID: None
# RA: 214.579715424108
# DEC: 38.9295162628207
# OBS_DATE: 2020-04-29 00:00:00+00:00
# REDSHIFT: None
# REDSHIFT_ERR: None
# REDSHIFT_QUALITY: None
# SPEC_PLOT_FILE: None
# SPEC_DATA_FILE: None
# SPECTRUM_NOTES: None
# REFERENCE: None
# TRANSIENT_ID: 36346
# FOLLOWUP_ID: None
# SPEC_PHASE: None
# RLAP: None
# SNID_PLOT_FILE: None

wavelength,flux,fluxerr
5144.820,4.78150e+03,-9.90000e+01
5147.992,4.76690e+03,-9.90000e+01
5151.163,4.72573e+03,-9.90000e+01
5154.334,4.10927e+03,-9.90000e+01
5157.505,4.42980e+03,-9.90000e+01
5160.676,4.94938e+03,-9.90000e+01
5163.848,4.25130e+03,-9.90000e+01
5167.019,4.71146e+03,-9.90000e+01
5170.190,6.25718e+03,-9.90000e+01
5173.361,6.29337e+03,-9.90000e+01
5176.533,6.57229e+03,-9.90000e+01
5179.704,6.03931e+03,-9.90000e+01
5182.875,5.22629e+03,-9.90000e+01
5186.046,5.01036e+03,-9.90000e+01
5189.218,4.94767e+03,-9.90000e+01
5192.389,5.06389e+03,-9.90000e+01
5195.560,5.42123e+03,-9.90000e+01
5198.731,5.03112e+03,-9.90000e+01
5201.903,4.26826e+03,-9.90000e+01
5205.074,4.14494e+03,-9.90000e+01
5208.245,4.02770e+03,-9.90000e+01
5211.416,3.80365e+03,-9.90000e+01
5214.588,4.61711e+03,-9.90000e+01
5217.759,5.66369e+03,-9.90000e+01
5220.930,5.58825e+03,-9.90000e+01
5224.101,5.53335e+03,-9.90000e+01
5227.273,5.75843e+03,-9.90000e+01
5230.444,4.89285e+03,-9.90000e+01
5233.615,4.27370e+03,-9.90000e+01
5236.786,4.11945e+03,-9.90000e+01
5239.958,4.14626e+03,-9.90000e+01
5243.129,4.12807e+03,-9.90000e+01
5246.300,4.57675e+03,-9.90000e+01
5249.471,4.70445e+03,-9.90000e+01
5252.643,4.02119e+03,-9.90000e+01
5255.814,4.21916e+03,-9.90000e+01
5258.985,4.27012e+03,-9.90000e+01
5262.156,4.34243e+03,-9.90000e+01
5265.328,4.48724e+03,-9.90000e+01
5268.499,4.87195e+03,-9.90000e+01
5271.670,4.23160e+03,-9.90000e+01
5274.841,4.49937e+03,-9.90000e+01
5278.013,4.91137e+03,-9.90000e+01
5281.184,4.45343e+03,-9.90000e+01
5284.355,4.59009e+03,-9.90000e+01
5287.526,4.63133e+03,-9.90000e+01
5290.698,4.07933e+03,-9.90000e+01
5293.869,4.29353e+03,-9.90000e+01
5297.040,4.62806e+03,-9.90000e+01
5300.211,4.90597e+03,-9.90000e+01
5303.383,4.84017e+03,-9.90000e+01
5306.554,4.83167e+03,-9.90000e+01
5309.725,4.50899e+03,-9.90000e+01
5312.896,4.57595e+03,-9.90000e+01
5316.068,4.51898e+03,-9.90000e+01
5319.239,4.24398e+03,-9.90000e+01
5322.410,4.55088e+03,-9.90000e+01
5325.581,5.05183e+03,-9.90000e+01
5328.753,4.92267e+03,-9.90000e+01
5331.924,4.23181e+03,-9.90000e+01
5335.095,4.06381e+03,-9.90000e+01
5338.266,4.78497e+03,-9.90000e+01
5341.438,4.60427e+03,-9.90000e+01
5344.609,4.92959e+03,-9.90000e+01
5347.780,4.75687e+03,-9.90000e+01
5350.951,4.27682e+03,-9.90000e+01
5354.123,4.48882e+03,-9.90000e+01
5357.294,4.98802e+03,-9.90000e+01
5360.465,4.95291e+03,-9.90000e+01
5363.636,3.98580e+03,-9.90000e+01
5366.808,3.71966e+03,-9.90000e+01
5369.979,4.35772e+03,-9.90000e+01
5373.150,3.93071e+03,-9.90000e+01
5376.321,4.18472e+03,-9.90000e+01
5379.493,5.22958e+03,-9.90000e+01
5382.664,5.08544e+03,-9.90000e+01
5385.835,5.18148e+03,-9.90000e+01
5389.006,4.96327e+03,-9.90000e+01
5392.178,3.78862e+03,-9.90000e+01
5395.349,3.65279e+03,-9.90000e+01
5398.520,4.42937e+03,-9.90000e+01
5401.691,4.73611e+03,-9.90000e+01
5404.863,4.12706e+03,-9.90000e+01
5408.034,3.63593e+03,-9.90000e+01
5411.205,4.38345e+03,-9.90000e+01
5414.376,4.53552e+03,-9.90000e+01
